id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction
FKID001489,unplanned,12.9996506,77.5998413,12.9996786,77.599828,"VP Deenadayalu Naidu Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)","VP Deenadayalu Naidu Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",construction,True,2024-03-15 12:02:53.647+00,,closed,yes,2024-03-26 05:16:48.229198+00,,,bwssb work progress 1st main to jc nagara ps junction,,,Non-corridor,Low,,,,2024-03-15 12:05:05.282205+00,,1,FKUSR00810,FKUSR00001,,,,R.T. Nagar,,FKKG000792,,,,FKUSR00810,2024-03-26 05:16:48.228615+00,,,,,
FKID001492,unplanned,13.0051417,77.755105,0.0,0.0,"Ayyappaswamy Temple Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",,procession,False,2024-02-18 00:30:08.314+00,,closed,yes,2024-02-18 02:35:47.986488+00,,,slow moving traffic at Hoskote main road sir,,,Non-corridor,Low,,,,2024-02-18 00:31:20.177223+00,,1,FKUSR00281,FKUSR00001,,,,Mahadevapura,,FKKG000273,,,,,,,,,,
FKID001499,planned,12.9392452,77.6951606,12.9392452,77.6951606,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)","Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",construction,True,2024-02-18 03:37:55.578+00,2024-02-18 04:37:46+00,closed,no,2024-02-18 04:12:01.419663+00,,,kadubeesanahalli junction near cessna service rd sir [PERSON] work sir,,,ORR East 1,High,,,,2024-02-18 03:39:31.182274+00,,1,FKUSR00369,FKUSR00001,,,,HAL Old Airport,,FKKG000359,,,,FKUSR00369,2024-02-18 04:12:01.419039+00,,,,,
FKID001518,unplanned,12.9771363,77.60867,0.0,0.0,"Cubbon Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",,construction,False,2024-02-18 07:27:23.329+00,,active,yes,2024-02-18 07:45:10.758036+00,,,drainage covered metal was broken,,,Old Madras Road,High,,,,2024-02-18 07:29:44.730686+00,,1,FKUSR00825,FKUSR00001,,,,Shivajinagar,,FKKG000805,,,,,,,,,,
FKID001523,planned,12.9695275,77.7009274,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-15 20:51:42.285+00,2024-03-16 10:05:46+00,closed,yes,2024-03-16 10:35:48.029428+00,,,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,,,ORR East 2,High,,,,2024-03-15 20:52:37.893561+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID001569,unplanned,12.968919,77.570226,0.0,0.0,"PS Lane, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",,procession,False,2024-02-19 05:39:19.963+00,,closed,yes,2024-02-19 08:35:48.217536+00,,,,,,Non-corridor,Low,,,,2024-02-19 05:39:53.573414+00,,1,FKUSR00292,FKUSR00001,,,,Chamarajpet,,FKKG000284,,,,,,,,,,
FKID001573,planned,12.9790814,77.6293223,12.97264654,77.62020092,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)","Old Madras Road, Ramaiah Circle, Halasuru, Bengaluru, Karnataka. Pin-560007 (India)",public_event,True,2024-02-18 08:05:46+00,2024-02-19 07:05:46+00,closed,yes,2024-02-19 07:35:47.888323+00,,,DUE TO SOMESHWAR PALLAKKI UTASVA,,,Old Madras Road,High,,,,2024-02-18 06:36:32.827391+00,,1,FKUSR00482,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000471,,,,,,,,,,
FKID001578,planned,12.97477445,77.62011006,12.97515442,77.62524381,"Shivashankara Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)","Shivashankara Road, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",public_event,True,2024-02-18 08:05:46+00,2024-02-19 07:05:46+00,closed,yes,2024-02-19 07:35:47.903091+00,,,ಹಲಸೂರು ಸೋಮೇಶ್ವರ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ ಸಲುವಾಗಿ,,,Old Madras Road,High,,,,2024-02-18 06:44:29.078204+00,,1,FKUSR00482,FKUSR00001,,,,Halasur,,FKKG000471,,,,,,,,,,
FKID001581,planned,12.98160436,77.63123821,12.97258054,77.62016136,"Old Madras Road, Corporation Colony, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)","Old Madras Road, Ramaiah Circle, Halasuru, Bengaluru, Karnataka. Pin-560007 (India)",public_event,True,2024-02-18 08:05:46+00,2024-02-19 07:05:46+00,closed,yes,2024-02-19 07:35:47.867788+00,,,ಸೋಮೇಶ್ವರ ದೇವಸ್ಥಾನ ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವದ ಸಲುವಾಗಿ,,,Old Madras Road,High,,,,2024-02-18 06:39:49.826887+00,,1,FKUSR00482,FKUSR00001,,,,Halasur,,FKKG000471,,,,,,,,,,
FKID001583,unplanned,12.9421872,77.7463095,0.0,0.0,"Eidgah Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-03-16 04:06:16.313+00,,closed,yes,2024-03-30 02:40:48.554549+00,,,KRDCL Work in progress near masjid road [PERSON] traffic slow movement,,,Non-corridor,Low,,,,2024-03-16 04:08:10.554214+00,,1,FKUSR00593,FKUSR00001,,,,Whitefield,,FKKG000581,,,,FKUSR00593,2024-03-30 02:40:48.421646+00,,,,,
FKID001599,unplanned,12.9362714,77.7055743,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-19 21:05:02.196+00,,active,yes,2024-02-19 21:08:02.879216+00,,,[PERSON] work progress sir.. traffic slow moment sir,,,Non-corridor,Low,,,,2024-02-19 21:06:03.124426+00,,1,FKUSR00632,FKUSR00001,,,,HAL Old Airport,,FKKG000619,,,,,,,,,,
FKID001602,planned,12.9695613,77.700601,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-02-19 21:12:06.877+00,2024-02-20 10:05:46+00,closed,yes,2024-02-20 10:35:47.967061+00,,,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station pillar work,,,ORR East 2,High,,,,2024-02-19 21:15:30.480793+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID001606,planned,13.0443873,77.5831779,0.0,0.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,construction,False,2024-03-16 05:18:06.253+00,2024-03-16 05:18:46+00,closed,yes,2024-03-16 05:35:48.088462+00,,,[PERSON] traffic ps limits at [LOCATION],,,ORR North 2,High,,,,2024-03-16 05:19:14.427202+00,,1,FKUSR00740,FKUSR00001,,,,Kodigehalli,,FKKG000724,,,,,,,,,,
FKID001619,unplanned,12.9362748,77.7053223,0.0,0.0,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-20 02:15:35.84+00,,active,yes,2024-02-20 02:25:34.517058+00,,,[PERSON] work progress in opp [PERSON] appartment. [LOCATION] bridge to Kadubeesanahalli  slow moving traffic sir,,,Non-corridor,Low,,,,2024-02-20 02:20:59.708489+00,,1,FKUSR00435,FKUSR00001,,,,HAL Old Airport,,FKKG000424,,,,,,,,,,
FKID001639,unplanned,12.9252548,77.5501116,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",,construction,False,2024-01-15 21:18:56.734+00,,closed,yes,2024-04-19 21:01:36.818523+00,,,,,,ORR West 1,High,,,,2024-01-15 21:20:06.841262+00,,1,FKUSR00869,FKUSR00001,,,,Banashankari,,FKKG000849,,,,FKUSR00869,2024-04-19 21:01:36.81797+00,,,Bengaluru West Corporation,West Zone 1,KatriguppeJunction
FKID001641,planned,12.98920996,77.47177025,12.99261988,77.4727038,"Magadi Road Exit, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India","NICE Road, Hosahalli Golarapalya, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",vip_movement,True,2024-03-17 22:05:46+00,2024-03-16 21:33:35.407+00,closed,yes,2024-03-18 03:05:46.02423+00,,,Road Restriction for PM Visit,,,Non-corridor,Low,,,,2024-03-16 09:57:44.569422+00,"[[12.989209960967228,77.47177025152219],[12.98922108883534,77.47165034034299],[12.989487817554089,77.47178983680642],[12.989765005919095,77.47190787227551],[12.99016248303477,77.47200444675016],[12.990690708217253,77.47202590774455],[12.99093651559241,77.4719615247614],[12.991187552660604,77.47187568078391],[12.991318301033116,77.47173618432049],[12.991558877858711,77.47156986161413],[12.991846523757298,77.4715859573599],[12.992087100071155,77.47175764531487],[12.992212618055449,77.4719025070269],[12.992270147110373,77.4722136914453],[12.99242704446517,77.47244976238338],[12.992923885434655,77.47279313829335],[12.992751298684254,77.47279850354192],[12.992557792185096,77.47266973757571],[12.992383585092817,77.47253433476847],[12.992294676588372,77.47233045532194],[12.992179618476564,77.47212121062681],[12.992111629567246,77.47192269642885],[12.991959961933235,77.47175637372249],[12.991823983975735,77.4716758949936],[12.991651396460894,77.47162224250768],[12.991504958475456,77.47168126024216],[12.991358520403661,77.4718314872028],[12.99120685230973,77.47198171416339],[12.991060414062165,77.47200317515777],[12.991034264366023,77.47205146239509],[12.991290531269566,77.47213730637259],[12.991510188405002,77.47233582057054],[12.991834443821272,77.472593352503],[12.991667086239934,77.47255579576284],[12.991280071401116,77.47218559360991],[12.991029034426441,77.47211048012964],[12.990647248541055,77.47209438438387],[12.990349141345783,77.47206755814086],[12.990187088925886,77.4720622036896],[12.989496733596882,77.47187441998884],[12.989224774910143,77.47171346253103],[12.989203854998818,77.47174028877403],[12.989721622285991,77.47197099446353],[12.98997266058216,77.47203537744666],[12.990349217550666,77.47210512567835],[12.990731003894204,77.4721373171699],[12.991055260327807,77.4721373171699],[12.991253997932693,77.47223925689316],[12.991253997932693,77.47234119661643],[12.991118019588642,77.4724485015883],[12.990976811229464,77.47242167534536],[12.991206928514345,77.47232510087065],[12.991065720205711,77.47218560440724],[12.990945431583206,77.47219096965584],[12.990673474482739,77.47219633490444],[12.990370137365517,77.47216950866147],[12.990129559388407,77.47212658667274],[12.989925590920944,77.47208366468398],[12.989747772120358,77.4720675689382],[12.989569953192424,77.4719763597121],[12.989413054032676,77.47190124623182],[12.989156785191932,77.47178857601135],[12.989224774910143,77.47163834905076],[12.989486273652899,77.47179930650857],[12.989768691985844,77.47188515048605],[12.990098179635106,77.47196026396632],[12.990469506461938,77.47200318595509],[12.990814683014378,77.47197099446353],[12.991081280191606,77.47192807828874],[12.99123817829751,77.4717939470739],[12.991562434068921,77.47159543287594],[12.991834390195924,77.47159543287594],[12.992038357095746,77.47170273784782],[12.992179564851318,77.47187979105139],[12.99227370331042,77.47207830524933],[12.992278933223755,77.47219097546979],[12.992446329906072,77.47247534278141],[12.992880412037406,77.47277579670262],[12.992619883162869,77.47270380477737]]",1,FKUSR00009,FKUSR00009,,,,Kamakshipalya,,,,,,,,,,,,
FKID001647,unplanned,12.9205088,77.6105452,0.0,0.0,"16th Main Road, Gundutopu Garden, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",,procession,False,2024-02-20 07:30:20.107+00,,closed,yes,2024-02-20 09:35:48.408571+00,,,mico tr ps limits BTM Hopcoms jn to tavarekere main and chocolate factory road [LOCATION],,,Non-corridor,Low,,,,2024-02-20 07:32:24.182922+00,,1,FKUSR00872,FKUSR00001,,,,Mico Layout,,FKKG000852,,,,,,,,,,
FKID001648,planned,12.986025,77.48836,0.0,0.0,"Muddayanapalya Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",,procession,False,2024-02-20 07:58:23.236+00,2024-02-20 08:35:46+00,closed,yes,2024-02-20 08:17:41.493698+00,,,[PERSON],,,Non-corridor,Low,,,,2024-02-20 08:00:54.007491+00,,1,FKUSR00867,FKUSR00001,,,,Kamakshipalya,,FKKG000847,,,,FKUSR00867,2024-02-20 08:17:41.492965+00,,,,,
FKID001655,unplanned,12.9210523,77.6655997,0.0,0.0,"Sarjapuram Junction Road, Sajapur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,construction,False,2024-02-20 20:56:04.803+00,,closed,yes,2024-03-10 07:32:34.41102+00,,,good morning sir one side traffic holding Kaiikondhalli slow movement,,,ORR East 1,High,,,,2024-02-20 20:58:02.320632+00,,1,FKUSR00659,FKUSR00001,,,,Bellandur,,FKKG000643,,,,FKUSR00659,2024-03-10 07:32:34.410243+00,,,,,
FKID001660,unplanned,12.936184,77.7055225,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-20 19:27:23.789+00,,active,yes,2024-02-20 19:39:10.044869+00,,,KPTCL WORK PROGRESS IN VANDANA APPARTMENT NEAR PANATHURU RAILWAY BRIDGE. SLOW VEHICLE MOVEMENT FROM PRB TO KADUBEESANAHALLI.,,,Non-corridor,Low,,,,2024-02-20 19:31:34.150377+00,,1,FKUSR00435,FKUSR00001,,,,HAL Old Airport,,FKKG000424,,,,,,,,,,
FKID001670,unplanned,13.0977085,77.5984317,13.0980233,77.5986736,"Bellary Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)","Raithara Santhe Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",construction,True,2024-01-24 04:03:46.143+00,,closed,yes,2024-02-21 00:28:28.589107+00,,,,,,Bellary Road 2,High,,,,2024-01-24 04:04:33.613412+00,,1,FKUSR00612,FKUSR00001,,,,Yelahanka,,FKKG000599,,,,FKUSR00612,2024-02-21 00:28:28.588561+00,,,,,SantheCircle
FKID001676,planned,12.87830777,77.49542969,12.87915017,77.49555845,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India","NICE Expressway, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",vip_movement,True,2024-03-17 22:05:46+00,2024-03-18 03:05:46+00,closed,yes,2024-03-18 03:19:39.880846+00,,,Road Restriction for PM Visit,,,Non-corridor,Low,,,,2024-03-16 10:15:55.265165+00,"[[12.878307773070619,77.49542968753086],[12.878302540767326,77.49541359178508],[12.878192662372994,77.49560674073444],[12.878161268537202,77.49588573366128],[12.87826068233707,77.49614326559373],[12.878506600514687,77.49632568404593],[12.878804841385021,77.49636324078607],[12.879024597588677,77.4962505705656],[12.879165869332125,77.49607351736202],[12.879212959895552,77.49588036841266],[12.879138437256564,77.49551000513047],[12.879150172475665,77.49555845349711]]",1,FKUSR00009,FKUSR00009,,,,No Police Station,,,,,,,,,,,,
FKID001680,planned,12.978873,77.59963336,,,"ಕ್ವಿನ್ಸ್ ರಸ್ತೆ, ಶಾಂತಲಾ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",,public_event,False,2024-03-02 02:05:46+00,2024-03-02 14:05:46+00,closed,yes,2024-03-02 14:35:47.723214+00,,,"RCB vs GT IPL Match, at [LOCATION], [LOCATION].",,,CBD 2,High,,,,2024-02-21 03:04:40.862593+00,[],1,FKUSR00009,FKUSR00009,,,,Cubbon Park,,,,,,,,,,,,
FKID001683,planned,12.97878926,77.59952106,,,"ಚಿನ್ನಸ್ವಾಮಿ ಕ್ರೀಡಾಂಗಣ, ಲಿಂಕ್ ರಸ್ತೆ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",,public_event,False,2024-02-22 02:05:46+00,2024-02-22 14:05:46+00,closed,yes,2024-02-22 14:35:48.026924+00,,,IPL Match at M.Chinnaswamy Stadium Bangalore.,,,CBD 2,High,,,,2024-02-21 02:41:11.754947+00,[],1,FKUSR00009,FKUSR00009,,,,Cubbon Park,,,,,,,,,,,,
FKID001685,planned,12.85687109,77.52988795,12.8765754,77.49318744,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India","NICE Expressway, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",vip_movement,True,2024-03-17 22:05:46+00,2024-03-18 03:05:46+00,closed,yes,2024-03-18 03:27:59.952239+00,,,Road Restriction for PM Visit,,,Non-corridor,Low,,,,2024-03-16 10:23:10.608449+00,"[[12.856871093968339,77.52988794948087],[12.857103418927405,77.52926344443527],[12.857542969173053,77.52788994079545],[12.857940656827324,77.52680616057964],[12.858495003474303,77.52505763604894],[12.859133394086637,77.52361974942598],[12.859562475389035,77.52252523871299],[12.860043882806316,77.52138780601129],[12.86058808138346,77.52022891231516],[12.860941493228342,77.51925299912843],[12.861883371265899,77.51704251670809],[12.862825245768141,77.51489641727085],[12.863620603705552,77.51262155186738],[12.864311307237282,77.51105489927821],[12.865504336131334,77.5091234097847],[12.867261400591394,77.50601221676234],[12.868789295799775,77.50393050030819],[12.869982303395076,77.50204193280345],[12.871970636774659,77.49931638651815],[12.872954332721974,77.4980501878502],[12.873958954386564,77.49699859912599],[12.87508914894695,77.49639769128353],[12.875448027708028,77.496254555418],[12.876070678124227,77.49599702348556],[12.876327063140137,77.49576631779604],[12.87656775087563,77.49551951636076],[12.876735185685696,77.49522442768813],[12.876803206045357,77.49502591349017],[12.876928782045423,77.49458596310556],[12.876939246709261,77.49424795244418],[12.876886923385724,77.49392067228001],[12.876787509040913,77.49357729637008],[12.876572983215118,77.49316953747699],[12.876575400335419,77.49318743637566]]",1,FKUSR00009,FKUSR00009,,,,No Police Station,,,,,,,,,,,,
FKID001687,planned,12.88331909,77.54850021,12.85606855,77.52603296,"Frozen Bottle, 5, Swamy Vivekanandha Road, Thippasandra, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India","Karnataka State Sericulture Research & Development Institute, Kanakapura Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",vip_movement,True,2024-03-17 22:05:46+00,2024-03-18 03:05:46+00,closed,yes,2024-03-18 03:31:19.988516+00,,,Road Restriction for PM Visit,,,Non-corridor,Low,,,,2024-03-16 10:26:42.91532+00,"[[12.883319091986788,77.54850020898597],[12.88330668211913,77.54848352603194],[12.883160180508668,77.5479148096811],[12.88309216187466,77.5476626429972],[12.882861944822599,77.54731390183865],[12.882616030919648,77.54708856139773],[12.882234079059828,77.54687395145405],[12.881757946473941,77.54667007200747],[12.881402154500364,77.54651984504689],[12.880946949326821,77.54632669609754],[12.880078394632326,77.54598332018759],[12.879680742080664,77.5458223627298],[12.878995313174801,77.54554873505155],[12.878294185484018,77.54525364637892],[12.877718631435977,77.54499074919786],[12.877273884220784,77.5447922349999],[12.87667038153102,77.54450311622594],[12.876037267903508,77.54427777578503],[12.876298885298839,77.54439044600551],[12.875812276725132,77.54408999208428],[12.875676235449545,77.54390757363214],[12.87528380827931,77.543526640982],[12.875069281166537,77.54318863032066],[12.87482335961626,77.54264674021275],[12.874608832109415,77.54222825082249],[12.874373374878395,77.5416648997202],[12.874007107634963,77.54092449541439],[12.873630375054878,77.54051137127273],[12.87325887431734,77.54006605563949],[12.872536800886458,77.53943832155409],[12.871771900236531,77.53890735635923],[12.87051611157263,77.53798453360123],[12.868820786900631,77.53656810797264],[12.867397542524603,77.53547359725965],[12.865932429584108,77.53440054754105],[12.86434172584571,77.53309142688434],[12.862499845759002,77.53077363949211],[12.861348663838886,77.52995812170599],[12.859339315470665,77.52875630602112],[12.857957879135874,77.52781202226873],[12.85746447533181,77.5274803779189],[12.856920269982158,77.52697604455118],[12.856020235468742,77.52604249129595],[12.856068552135184,77.52603295983397]]",1,FKUSR00009,FKUSR00009,,,,Thalagattapura,,,,,,,,,,,,
FKID001691,planned,12.9940312,77.4888442,12.9940413,77.4888356,"Andhrahalli Main Road, Venkateshwara Layout, Bengaluru, Karnataka. Pin-560091 (India)","Andhrahalli Main Road, Venkateshwara Layout, Bengaluru, Karnataka. Pin-560091 (India)",public_event,True,2024-02-21 06:11:35.579+00,2024-02-21 10:05:46+00,closed,yes,2024-02-21 10:35:48.132915+00,,,village festival,,,Non-corridor,Low,,,,2024-02-21 06:13:29.372012+00,,1,FKUSR00464,FKUSR00001,,,,Kamakshipalya,,FKKG000453,,,,,,,,,,
FKID001721,planned,12.9697339,77.7009261,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-02-20 21:20:11.232+00,2024-02-21 10:05:46+00,closed,yes,2024-02-21 10:35:48.100224+00,,,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to metro,,,ORR East 2,High,,,,2024-02-20 21:25:22.601644+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID001726,planned,12.9696105,77.7005267,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-16 21:05:58.586+00,2024-03-17 10:05:46+00,closed,yes,2024-03-17 10:35:48.390055+00,,,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,,,ORR East 2,High,,,,2024-03-16 21:06:39.904807+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID001728,unplanned,12.920716,77.66500052,0.0,0.0,"Outer Ring Road, Sajapur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,construction,False,2024-02-21 20:02:41.4+00,,closed,yes,2024-04-17 05:06:56.161885+00,,,gba working so slow traffic moment,,,ORR East 1,High,,,,2024-02-21 20:05:48.77954+00,,1,FKUSR00901,FKUSR00001,,,,Bellandur,,FKKG000880,,,,FKUSR00901,2024-04-17 05:06:56.161313+00,,,,,
FKID001734,planned,13.01495345,77.65422187,13.01234994,77.64784308,"Banaswadi Main Road, Vijaya Bank Colony, HRBR Layout 1st Block, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India","Banaswadi Main Road, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India",public_event,True,2024-02-18 21:05:46+00,2024-02-21 20:05:46+00,closed,yes,2024-02-21 20:35:47.886592+00,,,"[PERSON]
organizes the Brahma Rathotsava,
the festival of the palanquins of Sri
Kodandaramaswamy, and the
[PERSON] program.",,,Non-corridor,Low,,,,2024-02-18 04:54:52.984172+00,"[[13.014953449580714,77.65422186549756],[13.015006017674523,77.65415225596995],[13.014990329371312,77.65363719210498],[13.014964182197085,77.6530899367485],[13.01483867572243,77.65273046509279],[13.014399402560663,77.65219394023346],[13.01459289202546,77.65176472034601],[13.014613809796385,77.65145890117621],[13.014608580353835,77.65102968128875],[13.013834621637491,77.65073995786474],[13.01369342620564,77.6506863053788],[13.013567919087595,77.65053607841821],[13.013536542298153,77.65026781598854],[13.013452870840226,77.64998345781311],[13.01336396988526,77.6497581173722],[13.013233233128847,77.6495327769313],[13.013065889980037,77.64917330527555],[13.012987447840148,77.64895333008327],[13.012888087760638,77.64868506765359],[13.012673679032384,77.6483041350035],[13.012501106018863,77.6479714895907],[13.01219779558278,77.6477676101442],[13.012396516255246,77.64818073428584],[13.012657990581582,77.64873335489091],[13.01280441608389,77.64898015632622],[13.012956070977221,77.64918403577272],[13.013369199354083,77.65002101455325],[13.013405805632754,77.65025708549138],[13.013473788707357,77.65052534792102],[13.013604525336918,77.65073459261613],[13.014514450368761,77.65107796852608],[13.014514450368761,77.65144280543045],[13.01447261480836,77.65179154658895],[13.014289584148617,77.65222076647643],[13.014765463582858,77.65277338708151],[13.01483867572243,77.65303091901397],[13.014911887840361,77.65374986232545],[13.014911887840361,77.65416835171573],[13.015053082578202,77.65405568149524],[13.015011247108715,77.65372840133108],[13.014943264455725,77.6530899367485],[13.0148334462846,77.65275729133573],[13.014409861454517,77.6522314969736],[13.014577203696117,77.65177008559462],[13.014582433139328,77.65104041178596],[13.013724802975212,77.6506809401302],[13.013541771763336,77.6505414436668],[13.013520853901955,77.65023025924839],[13.013348281478121,77.64976884786941],[13.01310249630349,77.64925378400444],[13.012882858281676,77.64870652864796],[13.01250633550589,77.64798222008788],[13.012182107101852,77.64777834064137],[13.012349936257458,77.647843078275]]",1,FKUSR00009,FKUSR00009,,,,Banaswadi,,,,,,,,,,,,
FKID001738,unplanned,13.0425801,77.6110928,0.0,0.0,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,construction,False,2024-02-21 21:41:31.397+00,,closed,yes,2024-03-13 20:26:41.719857+00,,,,,,ORR North 1,High,,,,2024-02-21 21:44:09.14241+00,,1,FKUSR00684,FKUSR00001,,,,Hebbala,,FKKG000669,,,,FKUSR00684,2024-03-13 20:26:41.719268+00,,,,,
FKID001758,planned,12.9954628,77.6667978,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,construction,False,2024-03-16 22:41:58.47+00,2024-03-16 22:41:46+00,closed,yes,2024-03-16 23:35:48.078223+00,,,drainage cleaning for mmt down ramp,,,ORR North 1,High,,,,2024-03-16 22:43:33.144951+00,,1,FKUSR00391,FKUSR00001,,,,Mahadevapura,,FKKG000381,,,,,,,,,,
FKID001761,unplanned,12.936306,77.7055441,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-22 02:20:49.524+00,,active,yes,2024-02-22 02:29:15.834018+00,,,[PERSON] work progress in S cross Panthuru sir. slow moving traffic from PRB to Kadubeesanahalli.,,,Non-corridor,Low,,,,2024-02-22 02:24:52.870036+00,,1,FKUSR00435,FKUSR00001,,,,HAL Old Airport,,FKKG000424,,,,,,,,,,
